run,samples,action_mse,router_acc,latency_ms_mean,gate_safety_event_corr,safety_event_rate,gate_safety_mean,gate_safety_std,gate_safety_mean_event,gate_safety_mean_non_event,gate_mean_safety,gate_mean_legality,gate_mean_comfort,gate_mean_efficiency
ce_align_all,11500,0.020514728388157717,0.7698260869565218,1.62398870455091,-0.03008433063820474,0.10043478260869565,0.00000576652066085953,0.000005697338565369137,0.000005253688414086355,0.000005823923856951296,0.000005766637968918076,0.48655596375465393,0.2921631634235382,0.22127220034599304
bce_all,11500,0.2907622780494677,0.5641739130434783,1.5708178261411376,0.2391824211931864,0.10043478260869565,0.000025552686565788463,0.00002160973599529825,0.0000410213579016272,0.00002382563798164483,0.00002555266473791562,0.4697742164134979,0.18873193860054016,0.34146738052368164
ce_align_safety_all,11500,0.037907957841242984,0.7615652173913043,1.5434786260998605,0.8035406438378883,0.10043478260869565,0.09867450594902039,0.23098237812519073,0.6541450023651123,0.03665727376937866,0.09867444634437561,0.4198571741580963,0.35101890563964844,0.130453959107399
